COUNTRY,PDOnam,Registration,WINE_NAME,Color,Category,PRIMARY_VINE_VARIETIES,SECONDARY_VINE_VARIETIES,Max_yield_hl,Max_yield_kg,Min_density
Italy,Orvieto,9/18/1973 0:00,Orvieto Superiore Vendemmia Tardiva,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,45,,
Italy,Orvieto,9/18/1973 0:00,Orvieto Muffa Nobile,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,30,5000,3000
Italy,Orvieto,9/18/1973 0:00,Orvieto Classico,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,77,11000,3000
Italy,Orvieto,9/18/1973 0:00,Orvieto Classico Secco,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,77,11000,3000
Italy,Orvieto,9/18/1973 0:00,Orvieto Classico Dolce,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,77,11000,3000
Italy,Orvieto,9/18/1973 0:00,Orvieto Classico Abboccato,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,77,11000,3000
Italy,Orvieto,9/18/1973 0:00,Orvieto Classico Amabile,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,77,11000,3000
Italy,Orvieto,9/18/1973 0:00,Orvieto Classico Superiore,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,56,8000,3000
Italy,Orvieto,9/18/1973 0:00,Orvieto Classico Superiore Vendemmia Tardiva,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,45,,
Italy,Orvieto,9/18/1973 0:00,Orvieto Classico Muffa Nobile,White,Wine,Grechetto B; Trebbiano Toscano B,Albana B; Bellone B; Biancame B; Bombino Bianco B; Canaiolo Bianco B; Capolongo B; Falanghina B; Fiano B; Garganega B; Greco B; Greco Bianco; Incrocio Bruni 54 B; Maceratino B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Del Lazio B; Manzoni Bianco B; Maturano B; Montonico Bianco B; Moscato Bianco B; Moscato Di Terracina B; Moscato Giallo B; Mostosa B; Mueller Thurgau B; Pampanaro B; Passerina B; Pecorino B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Sauvignon B; Semillon B; Sylvaner Verde B; Tocai Friulano B; Trebbiano Di Soave; Trebbiano Giallo B; Trebbiano Spoletino B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,30,5000,3000
France,Pacherenc du Vic-Bilh,9/18/1973 0:00,Vins Blancs Secs,White,Wine,Courbu B; Gros Manseng B; Petit Courbu B; Petit Manseng B,Arrufiac B; Sauvignon B,66,na,4000
France,Pacherenc du Vic-Bilh,9/18/1973 0:00,Vins Blancs Avec Sucres Fermentescibles,White,Wine,Courbu B; Gros Manseng B; Petit Courbu B; Petit Manseng B,Arrufiac B; Sauvignon B,40,na,4000
France,Palette,9/18/1973 0:00,Palette,Red,Wine,Cinsaut N; Grenache N; Mourvèdre N,Brun Fourca N; Cabernet Sauvignon N; Carignan N; Castets N; Durif N; Muscat De Hambourg N; Muscat À Petits Grains Rouges Rg; Syrah N; Terret Gris G; Tibouren N; Téoulier N,45,na,4000
France,Palette,9/18/1973 0:00,Palette,Rosé,Wine,Cinsaut N; Grenache N; Mourvèdre N,Brun Fourca N; Cabernet Sauvignon N; Carignan N; Castets N; Durif N; Muscat De Hambourg N; Muscat À Petits Grains Rouges Rg; Syrah N; Terret Gris G; Tibouren N; Téoulier N,45,na,4000
France,Palette,9/18/1973 0:00,Palette,White,Wine,Bourboulenc B; Clairette B; Clairette Rose Rs; Picardan B,Colombaud B; Furmint B; Grenache Blanc B; Muscat D'Alexandrie B; Muscat À Petits Grains Blancs B; Pascal B; Piquepoul Blanc B; Terret Gris G; Ugni Blanc B,45,na,4000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Moscato di Pantelleria,White,Partially Fermented Grape Must,Zibibbo,na,60,10000,2000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Passito di Pantelleria,White,Wine From Raisined Grapes,Zibibbo,na,40,10000,2000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Pantelleria-Moscato Spumante,White,Sparkling Wine,Zibibbo,na,70,10000,2000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Pantelleria-Moscato Dorato,White,Partially Fermented Grape Must,Zibibbo,na,70,10000,2000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Pantelleria-Moscato Liquoroso,White,Liqueur Wine,Zibibbo,na,50,10000,2000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Pantelleria-Passito Liquoroso,White,Liqueur Wine,Zibibbo,na,55,10000,2000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Pantelleria-Zibibbo Dolce,White,Quality Aromatic Sparkling Wine,Zibibbo,na,70,10000,2000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Pantelleria-Bianco,White,Wine,Zibibbo,Albanello B; Ansonica B; Carricante B; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Damaschino B; Fiano B; Glera B; Grecanico Dorato B; Grillo B; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Minnella Bianca B; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Petit Manseng B; Pinot Bianco B; Riesling Renano B; Sauvignon B; Semillon B; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,70,10000,2000
Italy,Pantelleria/Moscato di Pantelleria/Passito di Pantelleria,9/18/1973 0:00,Pantelleria Pantelleria-Bianco,White,Semi-Sparkling Wine,Zibibbo,Albanello B; Ansonica B; Carricante B; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Damaschino B; Fiano B; Glera B; Grecanico Dorato B; Grillo B; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Minnella Bianca B; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Petit Manseng B; Pinot Bianco B; Riesling Renano B; Sauvignon B; Semillon B; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,70,10000,2000
Italy,Parrina,9/18/1973 0:00,Parrina Rosso,Red,Wine,Sangiovese N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Merlot N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,63,9000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Rosso Riserva,Red,Wine,Sangiovese N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Merlot N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,63,9000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Rosato,Rosé,Wine,Sangiovese N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Merlot N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,63,9000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Bianco,White,Wine,Ansonica B; Chardonnay B; Sauvignon B; Trebbiano Toscano B; Vermentino B,Albana B; Albarola B; Biancone B; Canaiolo Bianco B; Clairette B; Durella B; Fiano B; Grechetto B; Greco B; Incrocio Bruni 54 B; Livornese Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Istriana B; Manzoni Bianco B; Marsanne B; Mueller Thurgau B; Nocchianello Bianco B; Orpicchio B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Roussanne B; Semillon B; Verdea B; Verdello B; Verdicchio Bianco B; Vernaccia Di S. Giminiano B; Viognier B,70,10000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Vin Santo,White,Wine,Ansonica B; Chardonnay B; Sauvignon B; Trebbiano Toscano B; Vermentino B,Albana B; Albarola B; Biancone B; Canaiolo Bianco B; Clairette B; Durella B; Fiano B; Grechetto B; Greco B; Incrocio Bruni 54 B; Livornese Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Istriana B; Manzoni Bianco B; Marsanne B; Mueller Thurgau B; Nocchianello Bianco B; Orpicchio B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Roussanne B; Semillon B; Verdea B; Verdello B; Verdicchio Bianco B; Vernaccia Di S. Giminiano B; Viognier B,63,10000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Vermentino,White,Wine,Vermentino B,Albana B; Albarola B; Ansonica B; Biancone B; Canaiolo Bianco B; Clairette B; Durella B; Fiano B; Grechetto B; Greco B; Incrocio Bruni 54 B; Livornese Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Istriana B; Manzoni Bianco B; Marsanne B; Mueller Thurgau B; Nocchianello Bianco B; Orpicchio B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Roussanne B; Sauvignon B; Semillon B; Trebbiano Toscano B; Verdea B; Verdello B; Verdicchio Bianco B; Vernaccia Di S. Giminiano B; Viognier B,70,10000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Chardonnay,White,Wine,Chardonnay B,Albana B; Albarola B; Ansonica B; Biancone B; Canaiolo Bianco B; Clairette B; Durella B; Fiano B; Grechetto B; Greco B; Incrocio Bruni 54 B; Livornese Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Istriana B; Manzoni Bianco B; Marsanne B; Mueller Thurgau B; Nocchianello Bianco B; Orpicchio B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Roussanne B; Sauvignon B; Semillon B; Trebbiano Toscano B; Verdea B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,70,10000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Sauvignon,White,Wine,Sauvignon B,Albana B; Albarola B; Ansonica B; Biancone B; Canaiolo Bianco B; Clairette B; Durella B; Fiano B; Grechetto B; Greco B; Incrocio Bruni 54 B; Livornese Bianca B; Malvasia Bianca Di Candia B; Malvasia Bianca Lunga B; Malvasia Istriana B; Manzoni Bianco B; Marsanne B; Mueller Thurgau B; Nocchianello Bianco B; Orpicchio B; Petit Manseng B; Pinot Bianco B; Riesling Italico B; Riesling Renano B; Roussanne B; Semillon B; Trebbiano Toscano B; Verdea B; Verdello B; Verdicchio Bianco B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B,70,10000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Sangiovese,Red,Wine,Sangiovese N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Merlot N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,63,9000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Sangiovese Riserva,Red,Wine,Sangiovese N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Merlot N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,63,9000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Cabernet Sauvignon,Red,Wine,Cabernet Sauvignon N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Merlot N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Sangiovese N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,63,9000,3300
Italy,Parrina,9/18/1973 0:00,Parrina Merlot,Red,Wine,Merlot N,Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Barsaglina N; Bonamico N; Bracciola Nera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Caloria N; Canaiolo Nero N; Canina Nera N; Carignano N; Carmenere N; Cesanese D Affile N; Ciliegiolo N; Colombana Nera N; Colorino N; Foglia Tonda N; Gamay N; Gralima N; Grand Noir N; Gratena N; Groppello Di S. Stefano N; Groppello Gentile N; Lambrusco Maestri N; Malbech N; Malvasia N; Malvasia Nera Di Brindisi N; Malvasia Nera Di Lecce N; Mammolo N; Mazzese N; Merlese N; Mondeuse N; Montepulciano N; Moscato D Amburgo N; Mourvedre N; Nocchianello Nero N; Pinot Nero N; Pollera Nera N; Prugnolo Gentile N; Pugnitello N; Rebo N; Refosco Dal Peduncolo Rosso N; Roussin N; Sagrantino N; Sanforte N; Sangiovese N; Schiava Gentile N; Syrah N; Tempranillo N; Teroldego N; Vermentino Nero N,63,9000,3300
France,Patrimonio,9/18/1973 0:00,Patrimonio,Red,Wine,Nielluccio N,Grenache N; Sciacarello N; Vermentino B,55,na,4000
France,Patrimonio,9/18/1973 0:00,Patrimonio,Rosé,Wine,Nielluccio N,Grenache N; Sciacarello N; Vermentino B,55,na,4000
France,Patrimonio,9/18/1973 0:00,Patrimonio,White,Wine,Vermentino B,na,55,na,4000
France,Pauillac,9/18/1973 0:00,Pauillac,Red,Wine,Cabernet Franc N; Cabernet Sauvignon N; Carmenère N; Cot N; Merlot N; Petit Verdot N,na,63,na,7000
France,Pécharmant,9/18/1973 0:00,Pécharmant,White,Wine,Cabernet Franc N; Cabernet Sauvignon N; Cot N; Merlot N,na,54,na,4000
Italy,Penisola Sorrentina,11/15/1996 0:00,Penisola Sorrentina Bianco,White,Wine,Biancolella B; Falanghina B; Greco B,Asprinio Bianco B; Bombino Bianco B; Caprettone B; Catalanesca B; Coda Di Volpe Bianca B; Fiano B; Forastera B; Montonico Bianco B; Moscato Bianco B; S. Lunardo B; Trebbiano Toscano B; Verdeca B,84,12000,1800
Italy,Penisola Sorrentina,11/15/1996 0:00,Penisola Sorrentina Sorrento Bianco,White,Wine,Biancolella B; Falanghina B; Greco B,Asprinio Bianco B; Bombino Bianco B; Caprettone B; Catalanesca B; Coda Di Volpe Bianca B; Fiano B; Forastera B; Montonico Bianco B; Moscato Bianco B; S. Lunardo B; Trebbiano Toscano B; Verdeca B,70,10000,1800
Italy,Penisola Sorrentina,11/15/1996 0:00,Penisola Sorrentina Rosso,Red,Wine,Aglianico N; Piedirosso N; Sciascinoso N,Aglianicone N; Alicante N; Ancellotta N; Barbera N; Cabernet Sauvignon N; Merlot N; Montepulciano N; Olivella Nera N; Pinot Nero N; Primitivo N; Sangiovese N,77,11000,1800
Italy,Penisola Sorrentina,11/15/1996 0:00,Penisola Sorrentina Sorrento Rosso,Red,Wine,Aglianico N; Piedirosso N; Sciascinoso N,Aglianicone N; Alicante N; Ancellotta N; Barbera N; Cabernet Sauvignon N; Merlot N; Montepulciano N; Olivella Nera N; Pinot Nero N; Primitivo N; Sangiovese N,63,9000,1800
Italy,Penisola Sorrentina,11/15/1996 0:00,Penisola Sorrentina Lettere Rosso Frizzante,Red,Semi-Sparkling Wine,Aglianico N; Piedirosso N; Sciascinoso N,Aglianicone N; Alicante N; Ancellotta N; Barbera N; Cabernet Sauvignon N; Merlot N; Montepulciano N; Olivella Nera N; Pinot Nero N; Primitivo N; Sangiovese N,63,9000,1800
Italy,Penisola Sorrentina,11/15/1996 0:00,Penisola Sorrentina Gragnano Rosso Frizzante,Red,Semi-Sparkling Wine,Aglianico N; Piedirosso N; Sciascinoso N,Aglianicone N; Alicante N; Ancellotta N; Barbera N; Cabernet Sauvignon N; Merlot N; Montepulciano N; Olivella Nera N; Pinot Nero N; Primitivo N; Sangiovese N,63,9000,1800
Italy,Penisola Sorrentina,11/15/1996 0:00,Penisola Sorrentina Rosso Frizzante,Red,Semi-Sparkling Wine,Aglianico N; Piedirosso N; Sciascinoso N,Aglianicone N; Alicante N; Ancellotta N; Barbera N; Cabernet Sauvignon N; Merlot N; Montepulciano N; Olivella Nera N; Pinot Nero N; Primitivo N; Sangiovese N,77,11000,1800
