COUNTRY,PDOnam,Registration,WINE_NAME,Color,Category,PRIMARY_VINE_VARIETIES,SECONDARY_VINE_VARIETIES,Max_yield_hl,Max_yield_kg,Min_density
Italy,Alcamo,9/18/1973 0:00,Alcamo Bianco Spumante,White,Sparkling Wine,Ansonica B; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chardonnay B; Grecanico Dorato B; Grillo B; Mueller Thurgau B; Sauvignon B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Bianco Classico,White,Wine,Catarratto Bianco Comune B; Catarratto Bianco Lucido B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Vendemmia Tardiva,White,Wine,Ansonica B; Chardonnay B; Grecanico Dorato B; Grillo B; Mueller Thurgau B; Sauvignon B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,48,8000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Catarratto,White,Wine,Catarratto Bianco Comune B; Catarratto Bianco Lucido B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Ansonica/Inzolia,White,Wine,Ansonica B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Grillo,White,Wine,Grillo B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Grecanico,White,Wine,Grecanico Dorato B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Chardonnay,White,Wine,Chardonnay B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Muller Turghau,White,Wine,Mueller Thurgau B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Sauvignon,White,Wine,Sauvignon B,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,84,12000,2500
Italy,Alcamo,9/18/1973 0:00,Alcamo Rosato,Rosé,Wine,Cabernet Sauvignon N; Calabrese N; Frappato N; Merlot N; Nerello Mascalese N; Perricone N; Sangiovese N; Syrah N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nocera N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sauvignon B; Semillon B; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,78,12000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Rosato Spumante,Rosé,Sparkling Wine,Cabernet Sauvignon N; Calabrese N; Frappato N; Merlot N; Nerello Mascalese N; Perricone N; Sangiovese N; Syrah N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nocera N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sauvignon B; Semillon B; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,78,12000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Rosso,Red,Wine,Cabernet Sauvignon N; Calabrese N; Merlot N; Perricone N; Sangiovese N; Syrah N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sauvignon B; Semillon B; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,77,11000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Rosso Riserva,Red,Wine,Cabernet Sauvignon N; Calabrese N; Merlot N; Perricone N; Sangiovese N; Syrah N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sauvignon B; Semillon B; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,77,11000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Rosso Novello,Red,Wine,Cabernet Sauvignon N; Calabrese N; Merlot N; Perricone N; Sangiovese N; Syrah N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sauvignon B; Semillon B; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,77,11000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Calabrese/Nero d’Avola,Red,Wine,Calabrese N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,77,11000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Cabernet Sauvignon,Red,Wine,Cabernet Sauvignon N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,77,11000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Merlot,Red,Wine,Merlot N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Syrah N; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,77,11000,3000
Italy,Alcamo,9/18/1973 0:00,Alcamo Syrah,Red,Wine,Syrah N,Aglianico N; Albanello B; Alicante Bouschet N; Alicante N; Ancellotta N; Ansonica B; Barbera N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Carignano N; Carricante B; Catanese Nero N; Catarratto Bianco Comune B; Catarratto Bianco Lucido B; Chenin B; Ciliegiolo N; Corinto Nero N; Damaschino B; Fiano B; Frappato N; Gaglioppo N; Glera B; Grecanico Dorato B; Grillo B; Malbech N; Malvasia Bianca B; Malvasia Di Lipari B; Manzoni Bianco B; Merlot N; Minnella Bianca B; Mondeuse N; Montepulciano N; Montonico Bianco B; Moscato Bianco B; Moscato Giallo B; Mueller Thurgau B; Nerello Cappuccio N; Nerello Mascalese N; Nocera N; Perricone N; Petit Manseng B; Petit Verdot N; Pinot Bianco B; Pinot Grigio G; Pinot Nero N; Riesling Renano B; Sangiovese N; Sauvignon B; Semillon B; Tannat N; Tempranillo N; Traminer Aromatico Rs; Trebbiano Toscano B; Vermentino B; Vernaccia Di S. Giminiano B; Viognier B; Zibibbo B,77,11000,3000
Italy,Aleatico di Gradoli,9/18/1973 0:00,Aleatico di Gradoli,Red,Wine,Aléatico N,Abbuoto N; Aglianico N; Alicante N; Ancellotta N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Canaiolo Nero N; Carignano N; Cesanese Comune N; Cesanese D Affile N; Cesenese Nero N; Ciliegiolo N; Grechetto Rosso N; Lambrusco Maestri N; Lecinaro N; Merlot N; Montepulciano N; Nero Buono N; Olivella Nera N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Sangiovese N; Sciascinoso N; Syrah N; Tannat N; Tempranillo N,63,9000,9000
Italy,Aleatico di Gradoli,9/18/1973 0:00,Aleatico di Gradoli,Red,Liqueur Wine,Aléatico N,Abbuoto N; Aglianico N; Alicante N; Ancellotta N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Canaiolo Nero N; Carignano N; Cesanese Comune N; Cesanese D Affile N; Cesenese Nero N; Ciliegiolo N; Grechetto Rosso N; Lambrusco Maestri N; Lecinaro N; Merlot N; Montepulciano N; Nero Buono N; Olivella Nera N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Sangiovese N; Sciascinoso N; Syrah N; Tannat N; Tempranillo N,63,9000,9000
Italy,Aleatico di Gradoli,9/18/1973 0:00,Aleatico di Gradoli,Red,Liqueur Wine,Aléatico N,Abbuoto N; Aglianico N; Alicante N; Ancellotta N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Canaiolo Nero N; Carignano N; Cesanese Comune N; Cesanese D Affile N; Cesenese Nero N; Ciliegiolo N; Grechetto Rosso N; Lambrusco Maestri N; Lecinaro N; Merlot N; Montepulciano N; Nero Buono N; Olivella Nera N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Sangiovese N; Sciascinoso N; Syrah N; Tannat N; Tempranillo N,63,9000,9000
Italy,Aleatico di Gradoli,9/18/1973 0:00,Aleatico di Gradoli,Red,Wine,Aléatico N,Abbuoto N; Aglianico N; Alicante N; Ancellotta N; Barbera N; Bombino Nero N; Cabernet Franc N; Cabernet Sauvignon N; Calabrese N; Canaiolo Nero N; Carignano N; Cesanese Comune N; Cesanese D Affile N; Cesenese Nero N; Ciliegiolo N; Grechetto Rosso N; Lambrusco Maestri N; Lecinaro N; Merlot N; Montepulciano N; Nero Buono N; Olivella Nera N; Petit Verdot N; Piedirosso N; Pinot Nero N; Primitivo N; Sangiovese N; Sciascinoso N; Syrah N; Tannat N; Tempranillo N,40,,
Italy,Aleatico di Puglia,9/18/1973 0:00,Aleatico di Puglia Docle Naturale,Red,Wine,Malvasia Nera N; Negro Amaro N; Primitivo N,na,52,8000,na
Italy,Aleatico di Puglia,9/18/1973 0:00,Aleatico di Puglia Liquoroso Dolce Naturale,Red,Liqueur Wine,Malvasia Nera N; Negro Amaro N; Primitivo N,na,52,8000,na
Italy,Alezio,11/15/1996 0:00,Alezio Rosso,Red,Wine,Malvasia Nera Di Lecce N; Montepulciano N; Negro Amaro N; Sangiovese N,na,98,14000,na
Italy,Alezio,11/15/1996 0:00,Alezio Rosato,Red,Wine,Malvasia Nera Di Lecce N; Montepulciano N; Negro Amaro N; Sangiovese N,na,49,14000,na
France,Aloxe-Corton,9/18/1973 0:00,Aloxe-Corton,Red,Wine,Pinot Noir N,Chardonnay B; Pinot Blanc B; Pinot Gris G,58,na,9000
France,Aloxe-Corton,9/18/1973 0:00,Aloxe-Corton Premier Cru,Red,Wine,Pinot Noir N,Chardonnay B; Pinot Blanc B; Pinot Gris G,56,na,9000
France,Aloxe-Corton,9/18/1973 0:00,Aloxe-Corton,White,Wine,Chardonnay B,Pinot Blanc B,64,na,9000
France,Aloxe-Corton,9/18/1973 0:00,Aloxe-Corton Premier Cru,White,Wine,Chardonnay B,Pinot Blanc B,62,na,9000
France,Alsace Grand Cru Altenberg de Bergbieten,2/19/1999 0:00,Alsace Grand Cru Altenberg de Bergbieten,White,Wine,Gewürztraminer Rs; Muscat Ottonel B; Muscat À Petits Grains Blancs B; Muscat À Petits Grains Roses Rs; Pinot Gris G; Riesling B,na,66,na,4500
France,Alsace Grand Cru Altenberg de Bergbieten,2/19/1999 0:00,Alsace Grand Cru Altenberg de Bergbieten Sélection de Grains Nobles,White,Wine,Gewürztraminer Rs; Muscat Ottonel B; Muscat À Petits Grains Blancs B; Muscat À Petits Grains Roses Rs; Pinot Gris G; Riesling B,na,48,na,4500
France,Alsace Grand Cru Altenberg de Bergheim,2/19/1999 0:00,Alsace Grand Cru Altenberg de Bergheim Vendanges Tardives,White,Wine,Riesling B,Chasselas B; Gewürztraminer Rs; Muscat Ottonel B; Muscat À Petits Grains Blancs B; Muscat À Petits Grains Roses Rs; Pinot Blanc B; Pinot Gris G; Pinot Noir N,66,na,5500
France,Alsace Grand Cru Altenberg de Bergheim,2/19/1999 0:00,Alsace Grand Cru Altenberg de Bergheim Sélection de Grains Nobles,White,Wine,Riesling B,Chasselas B; Gewürztraminer Rs; Muscat Ottonel B; Muscat À Petits Grains Blancs B; Muscat À Petits Grains Roses Rs; Pinot Blanc B; Pinot Gris G; Pinot Noir N,48,na,5500
France,Alsace Grand Cru Altenberg de Wolxheim,2/19/1999 0:00,Alsace Grand Cru Altenberg de Wolxheim,White,Wine,Gewürztraminer Rs; Muscat Ottonel B; Muscat À Petits Grains Blancs B; Muscat À Petits Grains Roses Rs; Pinot Gris G; Riesling B,na,66,na,4500
France,Alsace Grand Cru Altenberg de Wolxheim,2/19/1999 0:00,Alsace Grand Cru Altenberg de Wolxheim Sélection de Grains Nobles,White,Wine,Gewürztraminer Rs; Muscat Ottonel B; Muscat À Petits Grains Blancs B; Muscat À Petits Grains Roses Rs; Pinot Gris G; Riesling B,na,48,na,4500
France,Alsace Grand Cru Brand,2/19/1999 0:00,Alsace Grand Cru Brand,White,Wine,Gewürztraminer Rs; Muscat Ottonel B; Muscat À Petits Grains Blancs B; Muscat À Petits Grains Roses Rs; Pinot Gris G; Riesling B,na,66,na,4500
